Complexity,Loss,Equation
1,0.941237,"0.54503435"
2,0.010385735,"mish(x0)"
3,0.008388645,"mish(mish(x0))"
4,3.2728735e-8,"sigmoid(x0) * x0"
6,2.0782922e-8,"x0 * sigmoid(x0 - 0.00061809336)"
8,1.5487979e-8,"sigmoid(x0 - 0.0010920285) * (x0 * 1.0001007)"
