Complexity,Loss,Equation
1,0.94135946,"0.5449374"
2,0.010383432,"mish(x0)"
3,0.008399098,"mish(mish(x0))"
4,9.846397e-9,"x0 * sigmoid(x0)"
6,6.6245196e-9,"x0 * (sigmoid(x0) ^ 1.0001817)"
