Complexity,Loss,Equation
1,0.94148844,"0.54519147"
2,0.010298925,"mish(x0)"
3,0.008540382,"mish(mish(x0))"
4,2.902794e-6,"sigmoid(x0) * x0"
6,2.6046996e-6,"(x0 - -0.00092374586) * sigmoid(x0)"
8,2.232433e-6,"(sigmoid(x0 + 0.004331767) * x0) - -0.00030161187"
10,2.0431341e-6,"x0 * (abs(abs(sigmoid(x0 + 0.010546048))) - 0.00070052315)"
