Complexity,Loss,Equation
1,0.94047666,"0.54533327"
2,0.0104297055,"mish(x0)"
3,0.008251907,"mish(mish(x0))"
4,2.9635132e-6,"sigmoid(x0) * x0"
6,2.0139591e-6,"sigmoid(x0 + -0.0055155344) * x0"
8,8.169949e-7,"sigmoid(x0 * 1.006798) * (x0 + -0.002943523)"
