Complexity,Loss,Equation
1,0.0028253563,"0.15606974"
3,0.001106067,"x1 * 0.3219991"
5,0.0011051062,"(x1 ^ 1.023236) * 0.32667464"
6,0.0003187622,"(x1 * 0.35722908) * softplus(x0)"
7,0.00030246252,"((x0 + 1.3537732) * x1) * 0.1884391"
9,0.00023939976,"((x1 * (x1 + 1.9985427)) + x0) * 0.099474214"
11,0.00022457063,"(x0 * 0.100091346) + ((x1 * (x1 * 0.2881167)) + 0.048499633)"
