Complexity,Loss,Equation
1,0.94301337,"0.5439257"
2,0.0102916965,"mish(x0)"
3,0.008679586,"mish(mish(x0))"
4,4.674541e-6,"sigmoid(x0) * x0"
6,3.5895023e-6,"(x0 * sigmoid(x0)) - 0.0010416599"
8,2.9101484e-6,"((x0 * sigmoid(x0)) * 1.0008495) - 0.001504569"
12,2.8100037e-6,"sigmoid(x0 - ((inv(x0) / sigmoid(x0)) * 0.0018945753)) * x0"
